No.	PosX	PosY	PosZ	FrontX	FrontY	FrontZ	LeftX	LeftY	LeftZ	UpX	UpY	UpZ
24	0.996939	0.464880	5.750000	0.000000	0.000000	1.000000	-0.422618	0.906308	0.000000	-0.906308	-0.422618	0.000000
25	0.952628	0.550000	6.000000	0.000000	0.000000	1.000000	-0.500000	0.866025	0.000000	-0.866025	-0.500000	0.000000
26	0.901067	0.630934	6.250000	0.000000	0.000000	1.000000	-0.573576	0.819152	0.000000	-0.819152	-0.573576	0.000000
27	0.842649	0.707066	6.500000	0.000000	0.000000	1.000000	-0.642788	0.766044	0.000000	-0.766044	-0.642788	0.000000
28	0.777817	0.777817	6.750000	0.000000	0.000000	1.000000	-0.707107	0.707107	0.000000	-0.707107	-0.707107	0.000000
29	0.707066	0.842649	7.000000	0.000000	0.000000	1.000000	-0.766044	0.642788	0.000000	-0.642788	-0.766044	0.000000
30	0.630934	0.901067	7.250000	0.000000	0.000000	1.000000	-0.819152	0.573576	0.000000	-0.573576	-0.819152	0.000000
31	0.550000	0.952628	7.500000	0.000000	0.000000	1.000000	-0.866025	0.500000	0.000000	-0.500000	-0.866025	0.000000
32	0.464880	0.996939	7.750000	0.000000	0.000000	1.000000	-0.906308	0.422618	0.000000	-0.422618	-0.906308	0.000000
33	0.376222	1.033662	8.000000	0.000000	0.000000	1.000000	-0.939693	0.342020	0.000000	-0.342020	-0.939693	0.000000
34	0.284701	1.062518	8.250000	0.000000	0.000000	1.000000	-0.965926	0.258819	0.000000	-0.258819	-0.965926	0.000000
35	0.191013	1.083289	8.500000	0.000000	0.000000	1.000000	-0.984808	0.173648	0.000000	-0.173648	-0.984808	0.000000
36	0.095871	1.095814	8.750000	0.000000	0.000000	1.000000	-0.996195	0.087156	0.000000	-0.087156	-0.996195	0.000000
37	0.000000	1.100000	9.000000	0.000000	0.000000	1.000000	-1.000000	0.000000	0.000000	-0.000000	-1.000000	0.000000
38	-0.095871	1.095814	9.250000	0.000000	0.000000	1.000000	-0.996195	-0.087156	0.000000	0.087156	-0.996195	0.000000
39	-0.191013	1.083289	9.500000	0.000000	0.000000	1.000000	-0.984808	-0.173648	0.000000	0.173648	-0.984808	0.000000
40	-0.284701	1.062518	9.750000	0.000000	0.000000	1.000000	-0.965926	-0.258819	0.000000	0.258819	-0.965926	0.000000
41	-0.376222	1.033662	10.000000	0.000000	0.000000	1.000000	-0.939693	-0.342020	0.000000	0.342020	-0.939693	0.000000
42	-0.464880	0.996939	10.250000	0.000000	0.000000	1.000000	-0.906308	-0.422618	0.000000	0.422618	-0.906308	0.000000
43	-0.550000	0.952628	10.500000	0.000000	0.000000	1.000000	-0.866025	-0.500000	0.000000	0.500000	-0.866025	0.000000
44	-0.630934	0.901067	10.750000	0.000000	0.000000	1.000000	-0.819152	-0.573576	0.000000	0.573576	-0.819152	0.000000
45	-0.707066	0.842649	11.000000	0.000000	0.000000	1.000000	-0.766044	-0.642788	0.000000	0.642788	-0.766044	0.000000
46	-0.777817	0.777817	11.250000	0.000000	0.000000	1.000000	-0.707107	-0.707107	0.000000	0.707107	-0.707107	0.000000
47	-0.842649	0.707066	11.500000	0.000000	0.000000	1.000000	-0.642788	-0.766044	0.000000	0.766044	-0.642788	0.000000
48	-0.901067	0.630934	11.750000	0.000000	0.000000	1.000000	-0.573576	-0.819152	0.000000	0.819152	-0.573576	0.000000
49	-0.952628	0.550000	12.000000	0.000000	0.000000	1.000000	-0.500000	-0.866025	0.000000	0.866025	-0.500000	0.000000
50	-0.996939	0.464880	12.250000	0.000000	0.000000	1.000000	-0.422618	-0.906308	0.000000	0.906308	-0.422618	0.000000
51	-1.033662	0.376222	12.500000	0.000000	0.000000	1.000000	-0.342020	-0.939693	0.000000	0.939693	-0.342020	0.000000
52	-1.062518	0.284701	12.750000	0.000000	0.000000	1.000000	-0.258819	-0.965926	0.000000	0.965926	-0.258819	0.000000
53	-1.083289	0.191013	13.000000	0.000000	0.000000	1.000000	-0.173648	-0.984808	0.000000	0.984808	-0.173648	0.000000
54	-1.095814	0.095871	13.250000	0.000000	0.000000	1.000000	-0.087156	-0.996195	0.000000	0.996195	-0.087156	0.000000
55	-1.100000	0.000000	13.500000	0.000000	0.000000	1.000000	-0.000000	-1.000000	0.000000	1.000000	-0.000000	0.000000
56	-1.095814	-0.095871	13.750000	0.000000	0.000000	1.000000	0.087156	-0.996195	0.000000	0.996195	0.087156	0.000000
57	-1.083289	-0.191013	14.000000	0.000000	0.000000	1.000000	0.173648	-0.984808	0.000000	0.984808	0.173648	0.000000
58	-1.062518	-0.284701	14.250000	0.000000	0.000000	1.000000	0.258819	-0.965926	0.000000	0.965926	0.258819	0.000000
59	-1.033662	-0.376222	14.500000	0.000000	0.000000	1.000000	0.342020	-0.939693	0.000000	0.939693	0.342020	0.000000
60	-0.996939	-0.464880	14.750000	0.000000	0.000000	1.000000	0.422618	-0.906308	0.000000	0.906308	0.422618	0.000000
61	-0.952628	-0.550000	15.000000	0.000000	0.000000	1.000000	0.500000	-0.866025	0.000000	0.866025	0.500000	0.000000
62	-0.901067	-0.630934	15.250000	0.000000	0.000000	1.000000	0.573576	-0.819152	0.000000	0.819152	0.573576	0.000000
63	-0.842649	-0.707066	15.500000	0.000000	0.000000	1.000000	0.642788	-0.766044	0.000000	0.766044	0.642788	0.000000
64	-0.777817	-0.777817	15.750000	0.000000	0.000000	1.000000	0.707107	-0.707107	0.000000	0.707107	0.707107	0.000000
65	-0.707066	-0.842649	16.000000	0.000000	0.000000	1.000000	0.766044	-0.642788	0.000000	0.642788	0.766044	0.000000
66	-0.630934	-0.901067	16.250000	0.000000	0.000000	1.000000	0.819152	-0.573576	0.000000	0.573576	0.819152	0.000000
67	-0.550000	-0.952628	16.500000	0.000000	0.000000	1.000000	0.866025	-0.500000	0.000000	0.500000	0.866025	0.000000
68	-0.464880	-0.996939	16.750000	0.000000	0.000000	1.000000	0.906308	-0.422618	0.000000	0.422618	0.906308	0.000000
69	-0.376222	-1.033662	17.000000	0.000000	0.000000	1.000000	0.939693	-0.342020	0.000000	0.342020	0.939693	0.000000
70	-0.284701	-1.062518	17.250000	0.000000	0.000000	1.000000	0.965926	-0.258819	0.000000	0.258819	0.965926	0.000000
71	-0.191013	-1.083289	17.500000	0.000000	0.000000	1.000000	0.984808	-0.173648	0.000000	0.173648	0.984808	0.000000
72	-0.095871	-1.095814	17.750000	0.000000	0.000000	1.000000	0.996195	-0.087156	0.000000	0.087156	0.996195	0.000000
73	-0.000000	-1.100000	18.000000	0.000000	0.000000	1.000000	1.000000	-0.000000	0.000000	0.000000	1.000000	0.000000
74	-0.000000	-1.100000	18.249333	-0.012466	0.000000	0.999922	0.999922	-0.000000	0.012466	0.000000	1.000000	0.000000
75	-0.003108	-1.100000	18.498646	-0.024931	0.000000	0.999689	0.999689	-0.000000	0.024931	0.000000	1.000000	0.000000
76	-0.009324	-1.100000	18.747901	-0.037391	0.000000	0.999301	0.999301	-0.000000	0.037391	0.000000	1.000000	0.000000
77	-0.018647	-1.100000	18.997060	-0.049846	0.000000	0.998757	0.998757	-0.000000	0.049846	0.000000	1.000000	0.000000
78	-0.031075	-1.100000	19.246083	-0.062293	0.000000	0.998058	0.998058	-0.000000	0.062293	0.000000	1.000000	0.000000
79	-0.046607	-1.100000	19.494931	-0.074730	0.000000	0.997204	0.997204	-0.000000	0.074730	0.000000	1.000000	0.000000
80	-0.065240	-1.100000	19.743567	-0.087156	0.000000	0.996195	0.996195	-0.000000	0.087156	0.000000	1.000000	0.000000
81	-0.086970	-1.100000	19.991951	-0.099568	0.000000	0.995031	0.995031	-0.000000	0.099568	0.000000	1.000000	0.000000
82	-0.111796	-1.100000	20.240044	-0.111964	0.000000	0.993712	0.993712	-0.000000	0.111964	0.000000	1.000000	0.000000
83	-0.139712	-1.100000	20.487809	-0.124344	0.000000	0.992239	0.992239	-0.000000	0.124344	0.000000	1.000000	0.000000
84	-0.170715	-1.100000	20.735207	-0.136704	0.000000	0.990612	0.990612	-0.000000	0.136704	0.000000	1.000000	0.000000
85	-0.204800	-1.100000	20.982199	-0.149042	0.000000	0.988831	0.988831	-0.000000	0.149042	0.000000	1.000000	0.000000
86	-0.241961	-1.100000	21.228747	-0.161358	0.000000	0.986896	0.986896	-0.000000	0.161358	0.000000	1.000000	0.000000
87	-0.282193	-1.100000	21.474813	-0.173648	0.000000	0.984808	0.984808	-0.000000	0.173648	0.000000	1.000000	0.000000
88	-0.325489	-1.100000	21.720357	-0.185912	0.000000	0.982566	0.982566	-0.000000	0.185912	0.000000	1.000000	0.000000
89	-0.371843	-1.100000	21.965343	-0.198146	0.000000	0.980172	0.980172	-0.000000	0.198146	0.000000	1.000000	0.000000
90	-0.421247	-1.100000	22.209732	-0.210350	0.000000	0.977626	0.977626	-0.000000	0.210350	0.000000	1.000000	0.000000
91	-0.473694	-1.100000	22.453487	-0.222521	0.000000	0.974928	0.974928	-0.000000	0.222521	0.000000	1.000000	0.000000
92	-0.529176	-1.100000	22.696568	-0.234657	0.000000	0.972078	0.972078	-0.000000	0.234657	0.000000	1.000000	0.000000
93	-0.587684	-1.100000	22.938939	-0.246757	0.000000	0.969077	0.969077	-0.000000	0.246757	0.000000	1.000000	0.000000
94	-0.649209	-1.100000	23.180562	-0.258819	0.000000	0.965926	0.965926	-0.000000	0.258819	0.000000	1.000000	0.000000
95	-0.713741	-1.100000	23.421399	-0.270840	0.000000	0.962624	0.962624	-0.000000	0.270840	0.000000	1.000000	0.000000
96	-0.781270	-1.100000	23.661412	-0.282820	0.000000	0.959173	0.959173	-0.000000	0.282820	0.000000	1.000000	0.000000
97	-0.851786	-1.100000	23.900566	-0.294755	0.000000	0.955573	0.955573	-0.000000	0.294755	0.000000	1.000000	0.000000
98	-0.925278	-1.100000	24.138821	-0.306645	0.000000	0.951824	0.951824	-0.000000	0.306645	0.000000	1.000000	0.000000
99	-1.001735	-1.100000	24.376142	-0.318487	0.000000	0.947927	0.947927	-0.000000	0.318487	0.000000	1.000000	0.000000
100	-1.081144	-1.100000	24.612492	-0.330279	0.000000	0.943883	0.943883	-0.000000	0.330279	0.000000	1.000000	0.000000
101	-1.163494	-1.100000	24.847833	-0.342020	0.000000	0.939693	0.939693	-0.000000	0.342020	0.000000	1.000000	0.000000
102	-1.248770	-1.100000	25.082129	-0.353708	0.000000	0.935356	0.935356	-0.000000	0.353708	0.000000	1.000000	0.000000
103	-1.336961	-1.100000	25.315344	-0.365341	0.000000	0.930874	0.930874	-0.000000	0.365341	0.000000	1.000000	0.000000
104	-1.428053	-1.100000	25.547441	-0.376917	0.000000	0.926247	0.926247	-0.000000	0.376917	0.000000	1.000000	0.000000
105	-1.522031	-1.100000	25.778385	-0.388435	0.000000	0.921476	0.921476	-0.000000	0.388435	0.000000	1.000000	0.000000
106	-1.618880	-1.100000	26.008139	-0.399892	0.000000	0.916562	0.916562	-0.000000	0.399892	0.000000	1.000000	0.000000
107	-1.718586	-1.100000	26.236668	-0.411287	0.000000	0.911506	0.911506	-0.000000	0.411287	0.000000	1.000000	0.000000
108	-1.821134	-1.100000	26.463936	-0.422618	0.000000	0.906308	0.906308	-0.000000	0.422618	0.000000	1.000000	0.000000
109	-1.926506	-1.100000	26.689908	-0.433884	0.000000	0.900969	0.900969	-0.000000	0.433884	0.000000	1.000000	0.000000
110	-2.034688	-1.100000	26.914549	-0.445082	0.000000	0.895490	0.895490	-0.000000	0.445082	0.000000	1.000000	0.000000
111	-2.145661	-1.100000	27.137824	-0.456211	0.000000	0.889872	0.889872	-0.000000	0.456211	0.000000	1.000000	0.000000
112	-2.259409	-1.100000	27.359698	-0.467269	0.000000	0.884115	0.884115	-0.000000	0.467269	0.000000	1.000000	0.000000
113	-2.375915	-1.100000	27.580137	-0.478254	0.000000	0.878222	0.878222	-0.000000	0.478254	0.000000	1.000000	0.000000
114	-2.495159	-1.100000	27.799107	-0.489165	0.000000	0.872191	0.872191	-0.000000	0.489165	0.000000	1.000000	0.000000
115	-2.617124	-1.100000	28.016573	-0.500000	0.000000	0.866025	0.866025	-0.000000	0.500000	0.000000	1.000000	0.000000
116	-2.741790	-1.100000	28.232501	-0.510757	0.000000	0.859725	0.859725	-0.000000	0.510757	0.000000	1.000000	0.000000
117	-2.869139	-1.100000	28.446859	-0.521435	0.000000	0.853291	0.853291	-0.000000	0.521435	0.000000	1.000000	0.000000
118	-2.999150	-1.100000	28.659612	-0.532032	0.000000	0.846724	0.846724	-0.000000	0.532032	0.000000	1.000000	0.000000
119	-3.131803	-1.100000	28.870728	-0.542546	0.000000	0.840026	0.840026	-0.000000	0.542546	0.000000	1.000000	0.000000
120	-3.267077	-1.100000	29.080174	-0.552976	0.000000	0.833197	0.833197	-0.000000	0.552976	0.000000	1.000000	0.000000
121	-3.404952	-1.100000	29.287917	-0.563320	0.000000	0.826239	0.826239	-0.000000	0.563320	0.000000	1.000000	0.000000
122	-3.545407	-1.100000	29.493926	-0.573576	0.000000	0.819152	0.819152	-0.000000	0.573576	0.000000	1.000000	0.000000
123	-3.688418	-1.100000	29.698167	-0.583744	0.000000	0.811938	0.811938	-0.000000	0.583744	0.000000	1.000000	0.000000
124	-3.833964	-1.100000	29.900610	-0.593820	0.000000	0.804598	0.804598	-0.000000	0.593820	0.000000	1.000000	0.000000
125	-3.982023	-1.100000	30.101223	-0.603804	0.000000	0.797133	0.797133	-0.000000	0.603804	0.000000	1.000000	0.000000
126	-4.132571	-1.100000	30.299974	-0.613695	0.000000	0.789543	0.789543	-0.000000	0.613695	0.000000	1.000000	0.000000
127	-4.285586	-1.100000	30.496833	-0.623490	0.000000	0.781831	0.781831	-0.000000	0.623490	0.000000	1.000000	0.000000
128	-4.441042	-1.100000	30.691769	-0.633188	0.000000	0.773998	0.773998	-0.000000	0.633188	0.000000	1.000000	0.000000
129	-4.598917	-1.100000	30.884752	-0.642788	0.000000	0.766044	0.766044	-0.000000	0.642788	0.000000	1.000000	0.000000
130	-4.759185	-1.100000	31.075752	-0.652287	0.000000	0.757972	0.757972	-0.000000	0.652287	0.000000	1.000000	0.000000
131	-4.921821	-1.100000	31.264739	-0.661686	0.000000	0.749781	0.749781	-0.000000	0.661686	0.000000	1.000000	0.000000
132	-5.086801	-1.100000	31.451684	-0.670981	0.000000	0.741474	0.741474	-0.000000	0.670981	0.000000	1.000000	0.000000
133	-5.254099	-1.100000	31.636558	-0.680173	0.000000	0.733052	0.733052	-0.000000	0.680173	0.000000	1.000000	0.000000
134	-5.423688	-1.100000	31.819332	-0.689258	0.000000	0.724516	0.724516	-0.000000	0.689258	0.000000	1.000000	0.000000
135	-5.595543	-1.100000	31.999977	-0.698237	0.000000	0.715867	0.715867	-0.000000	0.698237	0.000000	1.000000	0.000000
136	-5.769636	-1.100000	32.178466	-0.707107	0.000000	0.707107	0.707107	-0.000000	0.707107	0.000000	1.000000	0.000000
137	-5.945941	-1.100000	32.354771	-0.715867	0.000000	0.698237	0.698237	-0.000000	0.715867	0.000000	1.000000	0.000000
138	-6.124430	-1.100000	32.528865	-0.724516	0.000000	0.689258	0.689258	-0.000000	0.724516	0.000000	1.000000	0.000000
139	-6.305075	-1.100000	32.700719	-0.733052	0.000000	0.680173	0.680173	-0.000000	0.733052	0.000000	1.000000	0.000000
140	-6.487849	-1.100000	32.870309	-0.741474	0.000000	0.670981	0.670981	-0.000000	0.741474	0.000000	1.000000	0.000000
141	-6.672723	-1.100000	33.037606	-0.749781	0.000000	0.661686	0.661686	-0.000000	0.749781	0.000000	1.000000	0.000000
142	-6.859668	-1.100000	33.202586	-0.757972	0.000000	0.652287	0.652287	-0.000000	0.757972	0.000000	1.000000	0.000000
143	-7.048655	-1.100000	33.365223	-0.766044	0.000000	0.642788	0.642788	-0.000000	0.766044	0.000000	1.000000	0.000000
144	-7.239655	-1.100000	33.525491	-0.773998	0.000000	0.633188	0.633188	-0.000000	0.773998	0.000000	1.000000	0.000000
145	-7.432638	-1.100000	33.683365	-0.781831	0.000000	0.623490	0.623490	-0.000000	0.781831	0.000000	1.000000	0.000000
146	-7.627575	-1.100000	33.838822	-0.789543	0.000000	0.613695	0.613695	-0.000000	0.789543	0.000000	1.000000	0.000000
147	-7.824434	-1.100000	33.991836	-0.797133	0.000000	0.603804	0.603804	-0.000000	0.797133	0.000000	1.000000	0.000000
148	-8.023185	-1.100000	34.142384	-0.804598	0.000000	0.593820	0.593820	-0.000000	0.804598	0.000000	1.000000	0.000000
149	-8.223797	-1.100000	34.290443	-0.811938	0.000000	0.583744	0.583744	-0.000000	0.811938	0.000000	1.000000	0.000000
150	-8.426240	-1.100000	34.435989	-0.819152	0.000000	0.573576	0.573576	-0.000000	0.819152	0.000000	1.000000	0.000000
151	-8.630482	-1.100000	34.579001	-0.826239	0.000000	0.563320	0.563320	-0.000000	0.826239	0.000000	1.000000	0.000000
152	-8.836490	-1.100000	34.719455	-0.833197	0.000000	0.552976	0.552976	-0.000000	0.833197	0.000000	1.000000	0.000000
153	-9.044233	-1.100000	34.857330	-0.840026	0.000000	0.542546	0.542546	-0.000000	0.840026	0.000000	1.000000	0.000000
154	-9.253679	-1.100000	34.992605	-0.846724	0.000000	0.532032	0.532032	-0.000000	0.846724	0.000000	1.000000	0.000000
155	-9.464795	-1.100000	35.125258	-0.853291	0.000000	0.521435	0.521435	-0.000000	0.853291	0.000000	1.000000	0.000000
156	-9.677549	-1.100000	35.255268	-0.859725	0.000000	0.510757	0.510757	-0.000000	0.859725	0.000000	1.000000	0.000000
157	-9.891906	-1.100000	35.382617	-0.866025	0.000000	0.500000	0.500000	-0.000000	0.866025	0.000000	1.000000	0.000000
158	-10.107835	-1.100000	35.507283	-0.872191	0.000000	0.489165	0.489165	-0.000000	0.872191	0.000000	1.000000	0.000000
159	-10.325301	-1.100000	35.629248	-0.878222	0.000000	0.478254	0.478254	-0.000000	0.878222	0.000000	1.000000	0.000000
160	-10.544270	-1.100000	35.748493	-0.884115	0.000000	0.467269	0.467269	-0.000000	0.884115	0.000000	1.000000	0.000000
161	-10.764709	-1.100000	35.864998	-0.889872	0.000000	0.456211	0.456211	-0.000000	0.889872	0.000000	1.000000	0.000000
162	-10.986583	-1.100000	35.978746	-0.895490	0.000000	0.445082	0.445082	-0.000000	0.895490	0.000000	1.000000	0.000000
163	-11.209858	-1.100000	36.089720	-0.900969	0.000000	0.433884	0.433884	-0.000000	0.900969	0.000000	1.000000	0.000000
164	-11.434499	-1.100000	36.197901	-0.906308	0.000000	0.422618	0.422618	-0.000000	0.906308	0.000000	1.000000	0.000000
165	-11.660471	-1.100000	36.303274	-0.911506	0.000000	0.411287	0.411287	-0.000000	0.911506	0.000000	1.000000	0.000000
166	-11.887740	-1.100000	36.405821	-0.916562	0.000000	0.399892	0.399892	-0.000000	0.916562	0.000000	1.000000	0.000000
167	-12.116269	-1.100000	36.505527	-0.921476	0.000000	0.388435	0.388435	-0.000000	0.921476	0.000000	1.000000	0.000000
168	-12.346023	-1.100000	36.602377	-0.926247	0.000000	0.376917	0.376917	-0.000000	0.926247	0.000000	1.000000	0.000000
169	-12.576966	-1.100000	36.696354	-0.930874	0.000000	0.365341	0.365341	-0.000000	0.930874	0.000000	1.000000	0.000000
170	-12.809064	-1.100000	36.787446	-0.935356	0.000000	0.353708	0.353708	-0.000000	0.935356	0.000000	1.000000	0.000000
171	-13.042279	-1.100000	36.875637	-0.939693	0.000000	0.342020	0.342020	-0.000000	0.939693	0.000000	1.000000	0.000000
172	-13.276575	-1.100000	36.960914	-0.943883	0.000000	0.330279	0.330279	-0.000000	0.943883	0.000000	1.000000	0.000000
173	-13.511916	-1.100000	37.043263	-0.947927	0.000000	0.318487	0.318487	-0.000000	0.947927	0.000000	1.000000	0.000000
174	-13.748265	-1.100000	37.122672	-0.951824	0.000000	0.306645	0.306645	-0.000000	0.951824	0.000000	1.000000	0.000000
175	-13.985586	-1.100000	37.199129	-0.955573	0.000000	0.294755	0.294755	-0.000000	0.955573	0.000000	1.000000	0.000000
176	-14.223842	-1.100000	37.272621	-0.959173	0.000000	0.282820	0.282820	-0.000000	0.959173	0.000000	1.000000	0.000000
177	-14.462995	-1.100000	37.343137	-0.962624	0.000000	0.270840	0.270840	-0.000000	0.962624	0.000000	1.000000	0.000000
178	-14.703009	-1.100000	37.410667	-0.965926	0.000000	0.258819	0.258819	-0.000000	0.965926	0.000000	1.000000	0.000000
179	-14.943846	-1.100000	37.475199	-0.969077	0.000000	0.246757	0.246757	-0.000000	0.969077	0.000000	1.000000	0.000000
180	-15.185468	-1.100000	37.536723	-0.972078	0.000000	0.234657	0.234657	-0.000000	0.972078	0.000000	1.000000	0.000000
181	-15.427839	-1.100000	37.595231	-0.974928	0.000000	0.222521	0.222521	-0.000000	0.974928	0.000000	1.000000	0.000000
182	-15.670921	-1.100000	37.650713	-0.977626	0.000000	0.210350	0.210350	-0.000000	0.977626	0.000000	1.000000	0.000000
183	-15.914675	-1.100000	37.703160	-0.980172	0.000000	0.198146	0.198146	-0.000000	0.980172	0.000000	1.000000	0.000000
184	-16.159064	-1.100000	37.752564	-0.982566	0.000000	0.185912	0.185912	-0.000000	0.982566	0.000000	1.000000	0.000000
185	-16.404050	-1.100000	37.798918	-0.984808	0.000000	0.173648	0.173648	-0.000000	0.984808	0.000000	1.000000	0.000000
186	-16.649595	-1.100000	37.842214	-0.986896	0.000000	0.161358	0.161358	-0.000000	0.986896	0.000000	1.000000	0.000000
187	-16.895660	-1.100000	37.882446	-0.988831	0.000000	0.149042	0.149042	-0.000000	0.988831	0.000000	1.000000	0.000000
188	-17.142208	-1.100000	37.919607	-0.990612	0.000000	0.136704	0.136704	-0.000000	0.990612	0.000000	1.000000	0.000000
189	-17.389200	-1.100000	37.953692	-0.992239	0.000000	0.124344	0.124344	-0.000000	0.992239	0.000000	1.000000	0.000000
190	-17.636598	-1.100000	37.984695	-0.993712	0.000000	0.111964	0.111964	-0.000000	0.993712	0.000000	1.000000	0.000000
191	-17.884363	-1.100000	38.012611	-0.995031	0.000000	0.099568	0.099568	-0.000000	0.995031	0.000000	1.000000	0.000000
192	-18.132457	-1.100000	38.037437	-0.996195	0.000000	0.087156	0.087156	-0.000000	0.996195	0.000000	1.000000	0.000000
193	-18.380841	-1.100000	38.059168	-0.997204	0.000000	0.074730	0.074730	-0.000000	0.997204	0.000000	1.000000	0.000000
194	-18.629476	-1.100000	38.077800	-0.998058	0.000000	0.062293	0.062293	-0.000000	0.998058	0.000000	1.000000	0.000000
195	-18.878325	-1.100000	38.093332	-0.998757	0.000000	0.049846	0.049846	-0.000000	0.998757	0.000000	1.000000	0.000000
196	-19.127348	-1.100000	38.105760	-0.999301	0.000000	0.037391	0.037391	-0.000000	0.999301	0.000000	1.000000	0.000000
197	-19.376506	-1.100000	38.115083	-0.999689	0.000000	0.024931	0.024931	-0.000000	0.999689	0.000000	1.000000	0.000000
198	-19.625761	-1.100000	38.121299	-0.999922	0.000000	0.012466	0.012466	-0.000000	0.999922	0.000000	1.000000	0.000000
199	-19.875075	-1.100000	38.124407	-1.000000	0.000000	-0.000000	-0.000000	-0.000000	1.000000	-0.000000	1.000000	0.000000
200	-20.124407	-1.100000	38.124407	-0.999922	0.000000	-0.012466	-0.012466	-0.000000	0.999922	-0.000000	1.000000	0.000000
201	-20.373721	-1.100000	38.121299	-0.999689	0.000000	-0.024931	-0.024931	-0.000000	0.999689	-0.000000	1.000000	0.000000
202	-20.622976	-1.100000	38.115083	-0.999301	0.000000	-0.037391	-0.037391	-0.000000	0.999301	-0.000000	1.000000	0.000000
203	-20.872134	-1.100000	38.105760	-0.998757	0.000000	-0.049846	-0.049846	-0.000000	0.998757	-0.000000	1.000000	0.000000
204	-21.121157	-1.100000	38.093332	-0.998058	0.000000	-0.062293	-0.062293	-0.000000	0.998058	-0.000000	1.000000	0.000000
205	-21.370006	-1.100000	38.077800	-0.997204	0.000000	-0.074730	-0.074730	-0.000000	0.997204	-0.000000	1.000000	0.000000
206	-21.618641	-1.100000	38.059168	-0.996195	0.000000	-0.087156	-0.087156	-0.000000	0.996195	-0.000000	1.000000	0.000000
207	-21.867025	-1.100000	38.037437	-0.995031	0.000000	-0.099568	-0.099568	-0.000000	0.995031	-0.000000	1.000000	0.000000
208	-22.115119	-1.100000	38.012611	-0.993712	0.000000	-0.111964	-0.111964	-0.000000	0.993712	-0.000000	1.000000	0.000000
209	-22.362884	-1.100000	37.984695	-0.992239	0.000000	-0.124344	-0.124344	-0.000000	0.992239	-0.000000	1.000000	0.000000
210	-22.610282	-1.100000	37.953692	-0.990612	0.000000	-0.136704	-0.136704	-0.000000	0.990612	-0.000000	1.000000	0.000000
